UF;CIDADE;CIDADE_SIEBEL;ENCERRAMENTO;QTE
PA;MARABA;MARABA;2019-11-01;1
AM;MANAUS;MANAUS;2021-08-01;62636
AP;MACAPA;MACAPA;2019-04-01;6
RJ;QUEIMADOS;QUEIMADOS;2021-03-01;10538
BA;LAURO DE FREITAS;LAURO DE FREITAS;2019-12-01;231
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2021-05-01;8081
MG;NOVA LIMA;NOVA LIMA;2020-01-01;1193
RJ;PETROPOLIS;PETROPOLIS;2020-10-01;28620
PR;CASCAVEL;CASCAVEL;2020-12-01;12342
SC;ITAJAI;ITAJAI;2021-06-01;9314
GO;ANAPOLIS;ANAPOLIS;2021-09-01;4106
SC;RIO DO SUL;RIO DO SUL;2021-10-01;6490
PI;PIRIPIRI;PIRIPIRI;2019-12-01;115
RJ;CABO FRIO;CABO FRIO;2020-08-01;16056
RS;SANTO ANGELO;SANTO ANGELO;2021-08-01;4486
TO;PALMAS;PALMAS;2020-08-01;11450
RJ;PETROPOLIS;PETROPOLIS;2020-09-01;27329
RJ;CABO FRIO;TAMOIOS;2021-05-01;18
SE;ITABAIANA;ITABAIANA;2022-02-01;327
DF;BRASILIA;BRASILIA;2018-11-01;113
MG;POUSO ALEGRE;POUSO ALEGRE;2020-09-01;5369
DF;BRASILIA;RIACHO FUNDO;2021-03-01;873
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2021-08-01;71285
BA;PORTO SEGURO;PORTO SEGURO;2021-11-01;1088
DF;BRASILIA;GUARA;2021-10-01;4
ES;SERRA;SERRA;2021-01-01;9237
PR;COLOMBO;ROCA GRANDE;2022-01-01;159
MS;CAMPO GRANDE;CAMPO GRANDE;2019-11-01;1
RJ;SAO GONCALO;SAO GONCALO;2021-01-01;18874
PR;CASCAVEL;CASCAVEL;2020-05-01;1659
PR;PONTA GROSSA;PONTA GROSSA;2021-09-01;32874
PA;MARABA;MARABA;2021-06-01;13307
RJ;CABO FRIO;UNAMAR;2019-09-01;96
SC;RIO DO SUL;RIO DO SUL;2021-09-01;6492
BA;JUAZEIRO;JUAZEIRO;2021-03-01;5302
DF;BRASILIA;BRASILIA;2019-04-01;2506
RS;NOVO HAMBURGO;NOVO HAMBURGO;2020-07-01;9240
MG;LAGOA SANTA;LAGOA SANTA;2021-03-01;5
PB;JOAO PESSOA;JOAO PESSOA;2020-05-01;738
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2019-10-01;5272
MA;IMPERATRIZ;IMPERATRIZ;2021-12-01;1145
DF;BRASILIA;BRASILIA;2020-05-01;33262
RJ;CABO FRIO;CABO FRIO;2020-07-01;15065
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2019-09-01;12833
ES;NOVA VENECIA;NOVA VENECIA;2021-12-01;3738
BA;ITABUNA;ITABUNA;2021-07-01;6202
RO;PORTO VELHO;PORTO VELHO;2021-07-01;71478
PR;CASCAVEL;CASCAVEL;2020-04-01;753
RJ;CABO FRIO;CAMINHO DE BUZIOS;2020-12-01;1480
SC;CRICIUMA;CIDADE MINEIRA;2021-03-01;5
ES;SERRA;SERRA;2020-10-01;4049
RS;PORTO ALEGRE;PORTO ALEGRE;2021-05-01;40829
MG;NOVA LIMA;SERRA DEL REI;2021-08-01;385
MG;SAO LOURENCO;SAO LOURENCO;2021-10-01;2057
MG;UBA;UBA;2021-07-01;13962
MG;DIVINOPOLIS;DIVINOPOLIS;2021-07-01;23380
DF;BRASILIA;PLANALTINA;2022-01-01;8425
MG;BELO HORIZONTE;BELO HORIZONTE;2019-06-01;5012
RR;BOA VISTA;BOA VISTA;2021-03-01;43306
SE;ARACAJU;ARACAJU;2022-02-01;16575
PR;COLOMBO;COLOMBO;2020-10-01;34465
MG;POCOS DE CALDAS;POCOS DE CALDAS;2019-07-01;2092
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2019-12-01;5186
CE;JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;2020-07-01;4652
PR;MEDIANEIRA;MEDIANEIRA;2021-12-01;1423
CE;MARACANAU;MARACANAU;2021-12-01;336
RJ;NITEROI;NITEROI;2018-10-01;732
MG;POCOS DE CALDAS;POCOS DE CALDAS;2019-05-01;1792
PB;JOAO PESSOA;JOAO PESSOA;2020-01-01;2
PR;FOZ DO IGUACU;FOZ DO IGUACU;2021-11-01;7748
SC;BLUMENAU;BLUMENAU;2019-09-01;664
GO;ANAPOLIS;ANAPOLIS;2021-04-01;2261
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2020-06-01;7406
BA;EUNAPOLIS;EUNAPOLIS;2021-09-01;7261
PE;RECIFE;RECIFE;2021-10-01;26231
AP;MACAPA;MACAPA;2020-12-01;18562
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2022-01-01;8142
PR;MARINGA;MARINGA;2021-05-01;28068
BA;LAURO DE FREITAS;LAURO DE FREITAS;2021-08-01;4799
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2020-10-01;7055
ES;CARIACICA;CARIACICA;2020-09-01;1605
SC;BLUMENAU;BLUMENAU;2020-06-01;6920
RJ;NOVA FRIBURGO;NOVA FRIBURGO;2021-05-01;171
MG;JUIZ DE FORA;JUIZ DE FORA;2019-08-01;2227
PE;CARUARU;CARUARU;2019-12-01;2188
RJ;BARRA MANSA;BARRA MANSA;2020-03-01;1514
PE;RECIFE;RECIFE;2019-02-01;1039
SC;SAO JOSE;SAO JOSE;2021-09-01;239
PA;ANANINDEUA;ANANINDEUA;2019-09-01;2813
RJ;VOLTA REDONDA;VOLTA REDONDA;2020-11-01;18100
MG;BELO HORIZONTE;BELO HORIZONTE;2018-11-01;3828
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2019-03-01;45201
GO;TRINDADE;TRINDADE;2021-11-01;703
ES;VITORIA;VITORIA;2022-01-01;14229
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2020-09-01;12934
DF;BRASILIA;TAGUATINGA;2019-06-01;17
PR;PONTA GROSSA;PONTA GROSSA;2022-01-01;35259
RS;ALVORADA;ALVORADA;2020-02-01;15655
PR;JANDAIA DO SUL;JANDAIA DO SUL;2022-01-01;452
PE;PETROLINA;PETROLINA;2021-11-01;1689
SC;RIO DO SUL;RIO DO SUL;2019-11-01;1064
RJ;MANGARATIBA;MANGARATIBA;2021-09-01;78
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2021-05-01;7896
SC;RIO DO SUL;RIO DO SUL;2021-06-01;6138
RJ;NOVA FRIBURGO;NOVA FRIBURGO;2022-02-01;1533
GO;PLANALTINA;PLANALTINA;2022-02-01;3394
RJ;CABO FRIO;CABO FRIO;2021-11-01;16785
MG;NOVA LIMA;SERRA DEL REI;2020-09-01;372
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2021-08-01;82766
MG;LAGOA SANTA;LAGOA SANTA;2020-04-01;18
BA;TEIXEIRA DE FREITAS;TEIXEIRA DE FREITAS;2020-11-01;2878
ES;SERRA;SERRA;2020-11-01;5744
RJ;ARRAIAL DO CABO;CAMINHO DE BUZIOS;2018-10-01;299
MG;DIVINOPOLIS;DIVINOPOLIS;2021-03-01;21856
DF;BRASILIA;BRASILIA;2021-11-01;40631
RS;CANOAS;CANOAS;2020-12-01;30141
RJ;BARRA DO PIRAI;BARRA DO PIRAI;2021-05-01;659
PR;COLOMBO;MARACANA;2019-11-01;6
AL;MARECHAL DEODORO;MARECHAL DEODORO;2021-11-01;264
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2018-12-01;223
PA;BELEM;BELEM;2020-03-01;22589
PR;FOZ DO IGUACU;FOZ DO IGUACU;2022-02-01;8166
BA;JEQUIE;JEQUIE;2019-11-01;364
MG;SETE LAGOAS;SETE LAGOAS;2020-07-01;16602
SC;CRICIUMA;CRICIUMA;2021-02-01;4767
RS;VIAMAO;VILA ELZA;2021-10-01;1
PR;JANDAIA DO SUL;JANDAIA DO SUL;2021-12-01;308
PR;COLOMBO;SANTA RITA;2021-07-01;41
PE;RECIFE;RECIFE;2021-04-01;19818
RS;SANTO ANGELO;SANTO ANGELO;2021-04-01;3598
RJ;NILOPOLIS;NILOPOLIS;2020-02-01;19282
MT;CACERES;CACERES;2021-09-01;841
PR;GUARATUBA;GUARATUBA;2022-02-01;511
GO;JATAI;JATAI;2021-08-01;1520
DF;BRASILIA;CEILANDIA;2020-12-01;25799
SC;JOINVILLE;JOINVILLE;2019-12-01;1
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2019-04-01;1
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2021-12-01;84976
TO;PALMAS;PALMAS;2021-10-01;18080
PR;COLOMBO;SANTA RITA;2020-09-01;57
MT;CUIABA;CUIABA;2021-06-01;10139
SC;CRICIUMA;CIDADE MINEIRA VELHA;2021-11-01;3
MG;UBA;UBA;2021-02-01;12489
ES;VITORIA;VITORIA;2021-05-01;11974
MG;RIBEIRAO DAS NEVES;RIBEIRAO DAS NEVES;2019-12-01;199
RJ;CABO FRIO;TAMOIOS;2020-10-01;19
RJ;BELFORD ROXO;BELFORD ROXO;2020-12-01;14368
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2021-05-01;8582
SC;LAURENTINO;LAURENTINO;2021-10-01;1
SC;LAGES;LAGES;2021-12-01;13647
PI;TERESINA;TERESINA;2021-09-01;32765
AL;MACEIO;MACEIO;2020-10-01;3689
PR;COLOMBO;MARACANA;2020-11-01;224
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2022-02-01;10087
DF;BRASILIA;BRASILIA;2020-09-01;6815
MS;DOURADOS;DOURADOS;2020-10-01;23833
MT;SINOP;SINOP;2021-08-01;8076
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2018-10-01;37
RJ;BARRA MANSA;BARRA MANSA;2019-07-01;7
GO;ANAPOLIS;ANAPOLIS;2021-01-01;1846
MG;JUIZ DE FORA;JUIZ DE FORA;2020-12-01;24237
RO;CACOAL;CACOAL;2021-12-01;1240
ES;NOVA VENECIA;NOVA VENECIA;2021-01-01;3149
GO;JATAI;JATAI;2021-12-01;4505
RS;CACHOEIRINHA;CACHOEIRINHA;2022-01-01;735
RJ;TERESOPOLIS;TERESOPOLIS;2021-10-01;7237
MG;VARGINHA;VARGINHA;2020-11-01;9191
PI;PIRIPIRI;PIRIPIRI;2021-09-01;205
RJ;SAO GONCALO;SAO GONCALO;2019-07-01;4721
MG;VESPASIANO;VESPASIANO;2021-11-01;5448
RJ;CABO FRIO;UNAMAR;2020-11-01;4272
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2020-11-01;15390
BA;JACOBINA;JACOBINA;2021-08-01;1741
RO;PORTO VELHO;PORTO VELHO;2019-05-01;207
SC;CHAPECO;CHAPECO;2020-04-01;221
RJ;PETROPOLIS;PETROPOLIS;2020-11-01;29643
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2019-06-01;50898
SC;GUABIRUBA;GUABIRUBA;2022-01-01;115
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2020-07-01;104818
RJ;VOLTA REDONDA;VOLTA REDONDA;2019-11-01;5971
RJ;ITAGUAI;ITAGUAI;2021-03-01;7779
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2020-10-01;7029
SC;CHAPECO;CHAPECO;2020-05-01;520
RS;ALVORADA;ALVORADA;2019-12-01;11931
RS;SAO LOURENCO DO SUL;SAO LOURENCO DO SUL;2021-10-01;1054
RJ;PINHEIRAL;PINHEIRAL;2022-02-01;1
MG;PATROCINIO;PATROCINIO;2021-10-01;5766
RJ;PETROPOLIS;CORREIAS;2020-12-01;2855
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2020-01-01;65744
SC;INDAIAL;INDAIAL;2021-05-01;1
MG;CAXAMBU;CAXAMBU;2022-02-01;691
BA;TEIXEIRA DE FREITAS;TEIXEIRA DE FREITAS;2021-08-01;8064
MG;VARGINHA;VARGINHA;2019-11-01;3791
RS;SAO LEOPOLDO;SAO LEOPOLDO;2020-09-01;12590
GO;GOIANIA;GOIANIA;2021-02-01;42810
MS;CAMPO GRANDE;CAMPO GRANDE;2020-04-01;1008
RJ;SAO GONCALO;SAO GONCALO;2019-04-01;2836
RS;PELOTAS;PELOTAS;2020-12-01;8639
RJ;PETROPOLIS;ITAIPAVA;2019-11-01;16
RO;CACOAL;CACOAL;2021-08-01;266
SC;RIO DO SUL;RIO DO SUL;2021-03-01;5769
RJ;NILOPOLIS;NILOPOLIS;2020-12-01;26749
RJ;TERESOPOLIS;TERESOPOLIS;2021-05-01;6282
MT;SINOP;SINOP;2021-12-01;8250
CE;JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;2020-02-01;2726
MG;LEOPOLDINA;LEOPOLDINA;2020-01-01;1718
RS;SAO LEOPOLDO;SAO LEOPOLDO;2020-01-01;4168
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2020-01-01;3161
BA;PORTO SEGURO;PORTO SEGURO;2022-02-01;1354
SC;CRICIUMA;CIDADE MINEIRA VELHA;2021-06-01;4
RS;CAXIAS DO SUL;CAXIAS DO SUL;2021-09-01;33285
AL;MACEIO;MACEIO;2020-01-01;2
RS;VIAMAO;VIAMAO;2019-09-01;5098
RR;BOA VISTA;BOA VISTA;2019-11-01;5828
MG;VARGINHA;VARGINHA;2022-02-01;11280
ES;SERRA;SERRA;2021-04-01;13618
AM;MANAUS;MANAUS;2019-03-01;2033
RS;ROSARIO DO SUL;ROSARIO DO SUL;2021-09-01;86
RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;2021-02-01;7558
RJ;CABO FRIO;CAMINHO DE BUZIOS;2021-03-01;1560
MT;BARRA DO GARCAS;BARRA DO GARCAS;2021-12-01;504
PR;PINHAIS;PINHAIS;2021-05-01;18500
DF;BRASILIA;SANTA MARIA;2021-10-01;15
RJ;MESQUITA;MESQUITA;2022-02-01;15012
ES;NOVA VENECIA;NOVA VENECIA;2021-09-01;3638
SC;FLORIANOPOLIS;FLORIANOPOLIS;2020-08-01;3201
RJ;NOVA IGUACU;NOVA IGUACU;2019-04-01;670
MG;POUSO ALEGRE;POUSO ALEGRE;2019-04-01;1757
RS;NOVO HAMBURGO;NOVO HAMBURGO;2020-09-01;11765
MG;LAGOA SANTA;LAGOA SANTA;2020-01-01;2
RJ;PETROPOLIS;CORREIAS;2019-08-01;22
RJ;DUQUE DE CAXIAS;XEREM;2020-10-01;1
SC;CRICIUMA;CIDADE MINEIRA VELHA;2021-03-01;4
BA;JUAZEIRO;JUAZEIRO;2019-10-01;1236
SC;RIO DO SUL;RIO DO SUL;2019-10-01;286
MG;BETIM;BETIM;2021-12-01;24899
ES;VILA VELHA;VILA VELHA;2020-09-01;1522
TO;PALMAS;PALMAS;2020-06-01;9822
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2019-08-01;26391
MG;SETE LAGOAS;SETE LAGOAS;2019-07-01;1410
RS;VIAMAO;VIAMAO;2019-07-01;4382
MG;VESPASIANO;VESPASIANO;2021-03-01;5743
MT;VARZEA GRANDE;VARZEA GRANDE;2021-07-01;3181
BA;FEIRA DE SANTANA;FEIRA DE SANTANA;2019-11-01;347
TO;PORTO NACIONAL;PORTO NACIONAL;2022-01-01;598
RO;PORTO VELHO;PORTO VELHO;2020-06-01;40409
PR;CURITIBA;CURITIBA;2020-03-01;22522
RJ;CABO FRIO;UNAMAR;2021-07-01;4026
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2021-09-01;56485
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2021-06-01;32912
ES;SERRA;JACARAIPE;2021-04-01;1
PR;MARINGA;MARINGA;2020-01-01;1
MG;SAO LOURENCO;SAO LOURENCO;2022-02-01;2813
RS;VIAMAO;VIAMAO;2021-01-01;23774
RJ;PETROPOLIS;PETROPOLIS;2020-01-01;20010
BA;SALVADOR;SALVADOR;2021-09-01;101671
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2018-10-01;516
MG;ESMERALDAS;ESMERALDAS;2021-05-01;83
CE;FORTALEZA;FORTALEZA;2019-05-01;6143
RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;2020-09-01;4757
RJ;NOVA IGUACU;NOVA IGUACU;2021-10-01;27279
PR;SAO SEBASTIAO DA AMOREIRA;SAO SEBASTIAO DA AMOREIRA;2022-01-01;70
ES;NOVA VENECIA;NOVA VENECIA;2020-02-01;1
MG;POUSO ALEGRE;POUSO ALEGRE;2021-04-01;6977
DF;BRASILIA;SOBRADINHO;2020-05-01;12
PR;COLOMBO;MARACANA;2020-10-01;231
MG;DIVINOPOLIS;DIVINOPOLIS;2021-11-01;24324
DF;BRASILIA;SANTA MARIA;2020-10-01;4
RS;NOVO HAMBURGO;NOVO HAMBURGO;2020-02-01;3692
RJ;NOVA IGUACU;NOVA IGUACU;2019-07-01;1623
MG;POUSO ALEGRE;POUSO ALEGRE;2019-08-01;2315
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2021-12-01;15852
RO;;JI PARANA;2020-06-01;7
BA;FEIRA DE SANTANA;FEIRA DE SANTANA;2020-11-01;4172
MG;UBA;UBA;2020-06-01;7428
PR;COLOMBO;COLONIA FARIA;2021-09-01;1
RS;SAO LOURENCO DO SUL;SAO LOURENCO DO SUL;2021-04-01;853
SC;CRICIUMA;CRICIUMA;2020-01-01;1
GO;NOVO GAMA;NOVO GAMA;2021-05-01;637
RJ;ARARUAMA;ARARUAMA;2021-08-01;917
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2021-08-01;50
AL;MACEIO;MACEIO;2020-11-01;4305
RJ;TERESOPOLIS;TERESOPOLIS;2021-07-01;6855
MG;MONTES CLAROS;MONTES CLAROS;2021-02-01;21858
SC;BLUMENAU;BLUMENAU;2021-07-01;23790
RJ;PETROPOLIS;PEDRO DO RIO;2020-12-01;4
PR;MARINGA;MARINGA;2021-10-01;36112
PR;PARANAGUA;PARANAGUA;2022-02-01;6831
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2020-01-01;35447
MG;LEOPOLDINA;LEOPOLDINA;2020-11-01;2529
AC;RIO BRANCO;RIO BRANCO;2020-02-01;9361
DF;BRASILIA;GAMA;2021-10-01;48
MG;PATROCINIO;PATROCINIO;2021-07-01;5864
SC;CRICIUMA;CRICIUMA;2021-04-01;5490
RJ;VOLTA REDONDA;VOLTA REDONDA;2021-11-01;25845
SP;GUARULHOS;GUARULHOS;2022-01-01;359
SC;ICARA;ICARA;2022-02-01;790
RS;MARAU;MARAU;2022-02-01;1260
BA;JEQUIE;JEQUIE;2020-10-01;4843
MG;DIVINOPOLIS;DIVINOPOLIS;2021-02-01;21283
RJ;DUQUE DE CAXIAS;XEREM;2021-07-01;1
MA;IMPERATRIZ;IMPERATRIZ;2021-09-01;828
MG;LAGOA SANTA;LAGOA SANTA;2021-10-01;2
PR;ARAUCARIA;ARAUCARIA;2021-07-01;438
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2019-11-01;49810
MG;UBA;UBA;2019-03-01;980
PR;COLOMBO;ROCA GRANDE;2022-02-01;156
RJ;BARRA DO PIRAI;BARRA DO PIRAI;2020-10-01;415
MA;SAO JOSE DE RIBAMAR;SAO JOSE DE RIBAMAR;2022-01-01;5
SC;LAURENTINO;LAURENTINO;2020-04-01;3
RJ;PETROPOLIS;ITAIPAVA;2020-01-01;4
RJ;NOVA IGUACU;NOVA IGUACU;2019-06-01;1222
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2021-01-01;7346
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2020-10-01;56714
RJ;NITEROI;NITEROI;2021-06-01;27884
DF;BRASILIA;SOBRADINHO;2021-09-01;18826
PR;FOZ DO IGUACU;FOZ DO IGUACU;2021-04-01;5072
RJ;NOVA FRIBURGO;NOVA FRIBURGO;2021-10-01;1202
MG;CATAGUASES;CATAGUASES;2020-03-01;1823
PR;RIBEIRAO DO PINHAL;RIBEIRAO DO PINHAL;2021-11-01;287
CE;FORTALEZA;FORTALEZA;2021-07-01;72935
RN;NATAL;NATAL;2021-07-01;11809
DF;BRASILIA;TAGUATINGA;2022-02-01;27484
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2019-05-01;49378
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2020-11-01;8884
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2022-02-01;72549
RS;SANTA MARIA;SANTA MARIA;2020-09-01;5574
AL;ARAPIRACA;ARAPIRACA;2021-09-01;1741
AM;MANAUS;MANAUS;2019-05-01;3255
BA;SALVADOR;SALVADOR;2020-05-01;50952
RR;BOA VISTA;BOA VISTA;2019-06-01;225
SC;ITAJAI;ITAJAI;2021-11-01;15664
MS;DOURADOS;DOURADOS;2021-10-01;32900
RS;VIAMAO;VILA ELZA;2022-02-01;1
PR;SAO JOSE DOS PINHAIS;BORDA DO CAMPO DE SAO SEBASTIAO;2021-04-01;21
MA;SANTA INES;SANTA INES;2021-01-01;3178
RS;VIAMAO;VILA ELZA;2020-10-01;1
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2020-11-01;133315
SC;TUBARAO;TUBARAO;2021-02-01;3169
SC;JOINVILLE;JOINVILLE;2020-04-01;507
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2021-10-01;213657
ES;SERRA;CARAPINA;2021-12-01;155
MG;PATROCINIO;PATROCINIO;2020-04-01;3869
RJ;PARACAMBI;PARACAMBI;2021-10-01;898
RJ;ARRAIAL DO CABO;ARRAIAL DO CABO;2019-01-01;42
SC;TUBARAO;TUBARAO;2020-11-01;2413
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2020-04-01;39289
SC;INDAIAL;INDAIAL;2021-06-01;1
SE;ARACAJU;ARACAJU;2021-02-01;5940
RJ;PETROPOLIS;CORREIAS;2021-06-01;3158
RS;SANTO ANGELO;SANTO ANGELO;2021-03-01;3245
MG;POUSO ALEGRE;POUSO ALEGRE;2021-08-01;8545
RS;PORTO ALEGRE;PORTO ALEGRE;2018-11-01;205
PE;RECIFE;RECIFE;2021-03-01;18816
BA;ILHEUS;ILHEUS;2021-10-01;175
MG;SETE LAGOAS;SETE LAGOAS;2019-12-01;7241
RJ;QUEIMADOS;QUEIMADOS;2021-08-01;11429
ES;VILA VELHA;VILA VELHA;2021-03-01;2019
RJ;DUQUE DE CAXIAS;XEREM;2021-09-01;1
PR;PIRAQUARA;PIRAQUARA;2021-07-01;4853
RO;JI-PARANA;JI-PARANA;2021-03-01;9511
RJ;CABO FRIO;TAMOIOS;2021-10-01;18
MG;RIBEIRAO DAS NEVES;RIBEIRAO DAS NEVES;2019-06-01;15
AP;MACAPA;MACAPA;2021-11-01;29162
PR;COLOMBO;ROCA GRANDE;2020-09-01;268
RJ;MESQUITA;MESQUITA;2019-08-01;4
DF;BRASILIA;SOBRADINHO;2019-11-01;77
CE;JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;2021-07-01;6146
BA;TEIXEIRA DE FREITAS;TEIXEIRA DE FREITAS;2021-02-01;4701
RJ;PETROPOLIS;JARDIM ARARAS;2021-06-01;384
MG;JUIZ DE FORA;JUIZ DE FORA;2021-11-01;29000
BA;JACOBINA;JACOBINA;2021-02-01;1504
PI;TERESINA;TERESINA;2021-10-01;33094
PR;JANDAIA DO SUL;JANDAIA DO SUL;2022-02-01;511
MG;POUSO ALEGRE;POUSO ALEGRE;2021-12-01;9313
RS;SAO LOURENCO DO SUL;SAO LOURENCO DO SUL;2021-06-01;929
RJ;TERESOPOLIS;TERESOPOLIS;2021-01-01;5292
GO;GOIANIA;GOIANIA;2021-12-01;63259
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2021-10-01;8656
MA;SAO LUIS;SAO LUIS;2022-02-01;78146
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2021-09-01;208760
RJ;MARICA;ITAIPUACU;2021-10-01;1
MA;IMPERATRIZ;IMPERATRIZ;2022-01-01;1193
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2021-09-01;71527
RS;NOVO HAMBURGO;NOVO HAMBURGO;2021-08-01;20180
MG;VARGINHA;VARGINHA;2019-08-01;3177
MG;VARGINHA;VARGINHA;2019-04-01;2448
RS;ALVORADA;ALVORADA;2020-06-01;22181
BA;JEQUIE;JEQUIE;2020-05-01;1941
MA;SAO JOSE DE RIBAMAR;SAO JOSE DE RIBAMAR;2022-02-01;6
RJ;VOLTA REDONDA;VOLTA REDONDA;2020-04-01;11973
MA;SANTA INES;SANTA INES;2021-05-01;3894
PR;COLOMBO;MARACANA;2022-01-01;152
RS;PORTO ALEGRE;PORTO ALEGRE;2022-02-01;66733
SC;BLUMENAU;BLUMENAU;2020-02-01;3533
GO;GOIANIA;GOIANIA;2021-08-01;55452
ES;NOVA VENECIA;NOVA VENECIA;2021-05-01;3423
RJ;SAO GONCALO;SAO GONCALO;2020-04-01;12517
ES;VILA VELHA;VILA VELHA;2020-11-01;1824
RS;CANOAS;CANOAS;2019-09-01;2114
SP;GUARULHOS;GUARULHOS;2021-10-01;124
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2019-11-01;1
AP;MACAPA;MACAPA;2020-08-01;13550
GO;ANAPOLIS;ANAPOLIS;2022-01-01;5342
GO;MORRINHOS;MORRINHOS;2022-01-01;2125
MG;ESMERALDAS;ESMERALDAS;2021-11-01;106
SC;TUBARAO;TUBARAO;2020-04-01;149
PR;PALMAS;PALMAS;2021-10-01;263
RJ;MANGARATIBA;MANGARATIBA;2022-02-01;87
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2020-11-01;1
PA;BELEM;BELEM;2022-01-01;77944
SE;ITABAIANA;ITABAIANA;2021-12-01;308
RJ;PETROPOLIS;PETROPOLIS;2020-04-01;23473
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2021-03-01;49501
GO;GOIANIA;GOIANIA;2019-10-01;6612
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2021-09-01;33
RJ;NITEROI;NITEROI;2021-10-01;28999
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2020-03-01;30127
RJ;NITEROI;NITEROI;2020-01-01;11760
BA;JUAZEIRO;JUAZEIRO;2020-01-01;2758
MG;CATAGUASES;CATAGUASES;2021-05-01;5352
MG;SAO LOURENCO;SAO LOURENCO;2021-11-01;2351
SC;CRICIUMA;CIDADE MINEIRA VELHA;2021-07-01;4
PR;CURITIBA;CURITIBA;2019-07-01;4426
RJ;TERESOPOLIS;TERESOPOLIS;2022-01-01;7403
RJ;BARRA DO PIRAI;BARRA DO PIRAI;2020-07-01;375
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2020-05-01;25551
RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;2020-01-01;1
MG;BETIM;BETIM;2022-02-01;25297
SE;ARACAJU;ARACAJU;2020-11-01;3528
RJ;MESQUITA;MESQUITA;2021-04-01;3534
MS;CAMPO GRANDE;CAMPO GRANDE;2021-04-01;33524
PR;MARINGA;MARINGA;2020-09-01;8914
PE;CARUARU;CARUARU;2021-09-01;10041
RJ;NITEROI;NITEROI;2021-03-01;26193
GO;NOVO GAMA;NOVO GAMA;2021-07-01;665
RR;BOA VISTA;BOA VISTA;2021-06-01;46190
